5	3132.94
5.25	3132.98
5.5	3133.01
5.75	3133.04
6	3133.15
6.25	3133.23
6.5	3133.26
6.75	3133.28
7	3133.34
7.25	3133.41
7.5	3133.44
7.75	3133.48
8	3133.61
8.25	3133.69
8.5	3133.73
8.75	3133.76
9	3133.82
9.25	3133.89
9.5	3133.92
9.75	3133.97
10	3134.08
10.25	3134.16
10.5	3134.22
10.75	3134.26
11	3134.37
11.25	3134.45
11.5	3134.49
11.75	3134.54
12	3134.69
12.25	3134.76
12.5	3134.79
12.75	3134.86
13	3135.01
13.25	3135.13
13.5	3135.34
13.75	NaN  
14	3135.63
14.25	3135.67
14.5	3135.69
14.75	3135.72
15	3135.78
15.25	3135.83
15.5	3135.86
15.75	3135.88
16	3135.93
16.25	3135.99
16.5	3136.01
16.75	3136.04
17	3136.13
17.25	3136.19
17.5	3136.29
17.75	3136.55
18	3136.64
18.25	3136.67
18.5	3136.69
18.75	3136.71
19	3136.72
19.25	3136.74
19.5	3136.75
19.75	3136.76
20	3136.77
20.25	3136.78
20.5	3136.79
20.75	3136.8
21	3136.82
21.25	3136.84
21.5	3136.86
21.75	3136.87
22	3136.88
22.25	3136.9
22.5	3136.91
22.75	3136.93
23	3136.94
23.25	3136.96
23.5	3136.98
23.75	3136.99
24	3137.01
24.25	3137.02
24.5	3137.03
24.75	3137.04
25	3137.05
25.25	3137.06
25.5	3137.07
25.75	3137.08
26	3137.09
26.25	3137.11
26.5	3137.12
26.75	3137.13
27	3137.14
27.25	3137.15
27.5	3137.17
27.75	3137.18
28	3137.19
28.25	3137.21
28.5	3137.22
28.75	3137.24
29	3137.25
29.25	3137.26
29.5	3137.27
29.75	3137.29
30	3137.31
30.25	3137.35
30.5	3137.37
30.75	3137.39
31	3137.41
31.25	3137.44
31.5	3137.46
31.75	3137.48
32	3137.52
32.25	3137.58
32.5	3137.61
32.75	3137.63
33	3137.68
33.25	3137.74
33.5	3137.77
33.75	3137.8
34	3137.93
34.25	3138.06
34.5	3138.17
34.75	3138.38
35	3138.59
35.25	3138.7
35.5	3138.73
35.75	3138.76
36	3138.99
36.25	3139.07
36.5	3139.08
36.75	3139.16
37	3139.48
37.25	3139.71
37.5	3139.73
37.75	3139.82
38	3140.1
38.25	3140.53
38.5	3141.17
38.75	3141.33
39	3141.34
39.25	3141.28
39.5	3141.19
39.75	3141.11
40	3141.04
40.25	3140.99
40.5	3140.94
40.75	3140.92
41	3140.96
41.25	3141.01
41.5	3141.02
41.75	3141.07
42	3141.47
42.25	3141.61
42.5	3141.63
42.75	3141.79
43	3142.46
43.25	3142.73
43.5	3142.83
43.75	3143.08
44	3143.57
44.25	3143.8
44.5	3143.89
44.75	3144.26
45	3145.23
45.25	3145.49
45.5	3145.58
45.75	3145.93
46	3146.4
46.25	3146.93
46.5	3147.31
46.75	3147.72
47	3148.14
47.25	3148.28
47.5	3148.32
47.75	3148.59
48	3149.13
48.25	3149.22
48.5	3149.24
48.75	3149.48
49	3149.92
49.25	3150.01
49.5	3150.04
49.75	3150.25
50	3150.6
50.25	3150.74
50.5	3150.83
50.75	3151
51	3151.27
51.25	3151.33
51.5	3151.38
51.75	3151.6
52	3151.88
52.25	3151.94
52.5	3151.96
52.75	3152.18
53	3152.48
53.25	3152.54
53.5	3152.56
53.75	3152.79
54	3153.06
54.25	3153.15
54.5	3153.18
54.75	3153.41
55	3153.7
55.25	3153.76
55.5	3153.79
55.75	3154
56	3154.19
56.25	3154.26
56.5	3154.3
56.75	3154.54
57	3154.8
57.25	3154.88
57.5	3154.93
57.75	3155.08
58	3155.24
58.25	3155.29
58.5	3155.3
58.75	3155.31
59	3155.39
59.25	3155.42
59.5	3155.43
59.75	3155.51
60	3155.71
60.25	3155.74
60.5	3155.74
60.75	3155.87
61	3156.05
61.25	3156.07
