2.00	3132.62
2.25	3132.90
2.50	3132.83
2.75	3132.85
3.00	3132.91
3.25	3132.96
3.50	3132.99
3.75	3133.02
4.00	3133.11
4.25	3133.18
4.50	3133.22
4.75	3133.24
5.00	3133.27
5.25	3133.31
5.50	3133.34
5.75	3133.37
6.00	3133.48
6.25	3133.56
6.50	3133.59
6.75	3133.61
7.00	3133.67
7.25	3133.74
7.50	3133.77
7.75	3133.81
8.00	3133.95
8.25	3134.03
8.50	3134.06
8.75	3134.09
9.00	3134.15
9.25	3134.22
9.50	3134.25
9.75	3134.30
10.00	3134.41
10.25	3134.49
10.50	3134.55
10.75	3134.58
11.00	3134.70
11.25	3134.78
11.50	3134.81
11.75	3134.87
12.00	3135.03
12.25	3135.09
12.50	3135.12
12.75	3135.19
13.00	3135.34
13.25	3135.47
13.50	3135.68
13.75	3135.91
14.00	3135.99
14.25	3136.02
14.50	3136.04
14.75	3136.06
15.00	3136.12
15.25	3136.17
15.50	3136.19
15.75	3136.21
16.00	3136.27
16.25	3136.32
16.50	3136.35
16.75	3136.38
17.00	3136.46
17.25	3136.53
17.50	3136.63
17.75	3136.88
18.00	3136.97
18.25	3137.00
18.50	3137.02
18.75	3137.04
19.00	3137.05
19.25	3137.06
19.50	3137.08
19.75	3137.09
20.00	3137.10
20.25	3137.11
20.50	3137.12
20.75	3137.13
21.00	3137.15
21.25	3137.16
21.50	3137.18
21.75	3137.20
22.00	3137.21
22.25	3137.23
22.50	3137.23
22.75	3137.25
23.00	3137.26
23.25	3137.28
23.50	3137.30
23.75	3137.31
24.00	3137.33
24.25	3137.34
24.50	3137.35
24.75	3137.36
25.00	3137.37
25.25	3137.39
25.50	3137.39
25.75	3137.41
26.00	3137.42
26.25	3137.43
26.50	3137.44
26.75	3137.46
27.00	3137.47
27.25	3137.48
27.50	3137.49
27.75	3137.50
28.00	3137.51
28.25	3137.53
28.50	3137.54
28.75	3137.55
29.00	3137.57
29.25	3137.58
29.50	3137.60
29.75	3137.61
30.00	3137.64
30.25	3137.67
30.50	3137.69
30.75	3137.71
31.00	3137.73
31.25	3137.76
31.50	3137.78
31.75	3137.80
32.00	3137.85
32.25	3137.90
32.50	3137.93
32.75	3137.95
33.00	3138.01
33.25	3138.06
33.50	3138.10
33.75	3138.12
34.00	3138.25
34.25	3138.38
34.50	3138.49
34.75	3138.70
35.00	3138.92
35.25	3139.02
35.50	3139.05
35.75	3139.09
36.00	3139.31
36.25	3139.39
36.50	3139.40
36.75	3139.48
37.00	3139.80
37.25	3140.03
37.50	3140.06
37.75	3140.15
38.00	3140.43
38.25	3140.85
38.50	3141.49
38.75	3141.65
39.00	3141.67
39.25	3141.60
39.50	3141.52
39.75	3141.44
40.00	3141.37
40.25	3141.31
40.50	3141.27
40.75	3141.24
41.00	3141.29
41.25	3141.33
41.50	3141.35
41.75	3141.40
42.00	3141.79
42.25	3141.94
42.50	3141.96
42.75	3142.12
43.00	3142.79
43.25	3143.05
43.50	3143.16
43.75	3143.40
44.00	3143.90
44.25	3144.12
44.50	3144.21
44.75	3144.58
45.00	3145.53
45.25	3145.79
45.50	3145.88
45.75	3146.22
46.00	3146.69
46.25	3147.21
46.50	3147.58
46.75	3147.99
47.00	3148.42
47.25	3148.56
47.50	3148.59
47.75	3148.86
48.00	3149.39
48.25	3149.48
48.50	3149.50
48.75	3149.76
49.00	3150.19
49.25	3150.30
49.50	3150.32
49.75	3150.53
50.00	3150.89
50.25	3151.03
50.50	3151.12
50.75	3151.29
51.00	3151.56
51.25	3151.62
51.50	3151.66
51.75	3151.89
52.00	3152.17
52.25	3152.23
52.50	3152.24
52.75	3152.47
53.00	3152.78
53.25	3152.83
53.50	3152.85
53.75	3153.07
54.00	3153.35
54.25	3153.44
54.50	3153.47
54.75	3153.70
55.00	3153.98
55.25	3154.04
55.50	3154.07
55.75	3154.29
56.00	3154.47
56.25	3154.55
56.50	3154.59
56.75	3154.83
57.00	3155.10
57.25	3155.18
57.50	3155.22
57.75	3155.37
58.00	3155.53
58.25	3155.58
58.50	3155.59
58.75	3155.60
59.00	3155.68
59.25	3155.71
59.50	3155.73
59.75	3155.81
60.00	3156.00
60.25	3156.03
60.50	3156.04
60.75	3156.16
61.00	3156.33
61.25	3156.36
61.50	3156.36
61.75	3156.50
62.00	3156.67
62.25	3156.69
62.50	3156.70
62.75	3156.82
63.00	3156.93
63.25	3156.95
63.50	3156.99
63.75	3157.10
64.00	3157.23
64.25	3157.26
64.50	3157.27
64.75	3157.39
65.00	3157.54
65.25	3157.57
65.50	3157.59
65.75	3157.70
66.00	3157.80
66.25	3157.85
66.50	3157.88
66.75	3158.01
67.00	3158.27
67.25	3158.47
67.50	3158.57
67.75	3158.69
68.00	3158.83
68.25	3158.85
68.50	3158.86
68.75	3159.00
69.00	3159.19
